,longitude,latitude,housing_median_age,total_rooms,total_bedrooms,Avg_Bedrooms_Per_Household,Avg_Rooms_Per_Household,population,households,median_income,ocean_proximity,median_house_value,<1H OCEAN,INLAND,ISLAND,NEAR BAY,NEAR OCEAN,Lat-Long
1005,-121.76,37.7,9.0,3980.0,736.0,1.0839469808541973,5.861561119293078,1705.0,679.0,57068.0,INLAND,256700.0,0,1,0,0,0,"(37.7, -121.76)"
1006,-121.75,37.69,26.0,2647.0,536.0,1.0268199233716475,5.07088122605364,1422.0,522.0,37212.0,INLAND,183800.0,0,1,0,0,0,"(37.69, -121.75)"
1007,-121.75,37.68,35.0,1755.0,299.0,1.1368821292775666,6.673003802281369,702.0,263.0,52443.0,INLAND,183400.0,0,1,0,0,0,"(37.68, -121.75)"
1008,-121.76,37.68,35.0,1864.0,357.0,1.0229226361031518,5.340974212034384,1189.0,349.0,42361.00000000001,INLAND,177500.0,0,1,0,0,0,"(37.68, -121.76)"
1009,-121.76,37.68,32.0,1078.0,207.0,1.0507614213197969,5.472081218274112,555.0,197.0,31856.0,INLAND,186900.0,0,1,0,0,0,"(37.68, -121.76)"
1010,-121.73,37.68,17.0,20354.0,3493.0,1.0607348921955664,6.1809899787427875,8768.0,3293.0,54496.0,INLAND,238900.0,0,1,0,0,0,"(37.68, -121.73)"
1011,-121.78,37.68,17.0,3112.0,872.0,1.2823529411764707,4.576470588235294,1392.0,680.0,30222.000000000004,INLAND,172500.0,0,1,0,0,0,"(37.68, -121.78)"
1012,-121.77,37.68,44.0,495.0,112.0,1.0275229357798166,4.541284403669724,277.0,109.0,26667.0,INLAND,179200.0,0,1,0,0,0,"(37.68, -121.77)"
1013,-121.76,37.68,52.0,2157.0,418.0,0.9976133651551312,5.147971360381861,929.0,419.0,37301.0,INLAND,204400.0,0,1,0,0,0,"(37.68, -121.76)"
1014,-121.77,37.68,41.0,1501.0,299.0,1.0381944444444444,5.211805555555555,629.0,288.0,46806.0,INLAND,209400.0,0,1,0,0,0,"(37.68, -121.77)"
1015,-121.77,37.67,20.0,8068.0,1217.0,0.9666401906274821,6.408260524225576,3489.0,1259.0,57907.0,INLAND,264200.0,0,1,0,0,0,"(37.67, -121.77)"
1016,-121.76,37.67,6.0,3023.0,518.0,1.106837606837607,6.4594017094017095,1225.0,468.0,63705.0,INLAND,350000.0,0,1,0,0,0,"(37.67, -121.76)"
1017,-121.78,37.67,26.0,2211.0,344.0,1.071651090342679,6.88785046728972,1024.0,321.0,52649.0,INLAND,199800.0,0,1,0,0,0,"(37.67, -121.78)"
1018,-121.79,37.67,26.0,2163.0,339.0,0.9797687861271677,6.2514450867052025,947.0,346.0,60797.0,INLAND,211000.0,0,1,0,0,0,"(37.67, -121.79)"
1019,-121.78,37.67,28.0,1773.0,278.0,1.033457249070632,6.591078066914498,804.0,269.0,48571.0,INLAND,201100.0,0,1,0,0,0,"(37.67, -121.78)"
1020,-121.78,37.66,25.0,1947.0,418.0,1.1807909604519775,5.5,900.0,354.0,38523.0,INLAND,193000.0,0,1,0,0,0,"(37.66, -121.78)"
1021,-121.79,37.66,22.0,14701.0,2210.0,0.9901433691756273,6.586469534050179,6693.0,2232.0,59800.00000000001,INLAND,245000.0,0,1,0,0,0,"(37.66, -121.79)"
1022,-119.78,38.69,17.0,1364.0,282.0,1.855263157894737,8.973684210526315,338.0,152.0,24500.0,INLAND,117600.0,0,1,0,0,0,"(38.69, -119.78)"
1023,-119.93,38.72,15.0,2061.0,465.0,2.372448979591837,10.51530612244898,573.0,196.0,22416.999999999996,INLAND,97900.0,0,1,0,0,0,"(38.72, -119.93)"
1024,-120.0,38.52,16.0,3045.0,543.0,5.323529411764706,29.852941176470587,202.0,102.0,31500.0,INLAND,140600.0,0,1,0,0,0,"(38.52, -120.0)"
1025,-120.56,38.48,14.0,3545.0,702.0,1.7080291970802919,8.62530413625304,946.0,411.0,34609.0,INLAND,120900.0,0,1,0,0,0,"(38.48, -120.56)"
1026,-120.59,38.45,13.0,2944.0,558.0,1.1974248927038627,6.317596566523605,1091.0,466.0,30000.0,INLAND,119000.0,0,1,0,0,0,"(38.45, -120.59)"
1027,-120.55,38.46,16.0,1443.0,249.0,1.3756906077348066,7.972375690607735,435.0,181.0,32031.0,INLAND,129200.0,0,1,0,0,0,"(38.46, -120.55)"
1028,-120.55,38.45,17.0,2277.0,474.0,1.3314606741573034,6.396067415730337,767.0,356.0,25208.0,INLAND,99100.0,0,1,0,0,0,"(38.45, -120.55)"
1029,-120.55,38.43,18.0,1564.0,357.0,1.288808664259928,5.646209386281589,618.0,277.0,23549.000000000004,INLAND,108900.0,0,1,0,0,0,"(38.43, -120.55)"
1030,-120.25,38.55,15.0,4403.0,891.0,2.0577367205542725,10.168591224018476,1103.0,433.0,30125.0,INLAND,111700.0,0,1,0,0,0,"(38.55, -120.25)"
1031,-120.79,38.54,34.0,1133.0,254.0,1.358288770053476,6.0588235294117645,495.0,187.0,20500.0,INLAND,68900.0,0,1,0,0,0,"(38.54, -120.79)"
1032,-120.8,38.51,23.0,1001.0,195.0,1.2420382165605095,6.375796178343949,369.0,157.0,31250.0,INLAND,96400.0,0,1,0,0,0,"(38.51, -120.8)"
1033,-120.65,38.5,10.0,1783.0,337.0,1.286259541984733,6.805343511450381,638.0,262.0,26500.0,INLAND,116700.0,0,1,0,0,0,"(38.5, -120.65)"
1034,-120.76,38.47,17.0,1521.0,309.0,1.2875,6.3375,607.0,240.0,35000.0,INLAND,123800.0,0,1,0,0,0,"(38.47, -120.76)"
1035,-120.88,38.45,25.0,1374.0,297.0,1.03125,4.770833333333333,657.0,288.0,25476.0,INLAND,97900.0,0,1,0,0,0,"(38.45, -120.88)"
1036,-120.79,38.43,40.0,1391.0,246.0,1.1495327102803738,6.5,546.0,214.0,39107.0,INLAND,129800.0,0,1,0,0,0,"(38.43, -120.79)"
1037,-120.69,38.44,13.0,1473.0,265.0,1.162280701754386,6.4605263157894735,597.0,228.0,42916.99999999999,INLAND,121300.0,0,1,0,0,0,"(38.44, -120.69)"
1038,-120.93,38.5,15.0,1248.0,234.0,1.0833333333333333,5.777777777777778,529.0,216.0,33393.0,INLAND,107200.0,0,1,0,0,0,"(38.5, -120.93)"
1039,-120.97,38.42,16.0,1748.0,322.0,1.1219512195121952,6.090592334494773,4930.0,287.0,43029.0,INLAND,121900.0,0,1,0,0,0,"(38.42, -120.97)"
1040,-120.87,38.37,28.0,3998.0,765.0,1.0959885386819483,5.7277936962750715,1614.0,698.0,28125.0,INLAND,113400.0,0,1,0,0,0,"(38.37, -120.87)"
1041,-120.98,38.34,27.0,3471.0,653.0,1.0883333333333334,5.785,1793.0,600.0,35508.0,INLAND,99100.0,0,1,0,0,0,"(38.34, -120.98)"
1042,-120.88,38.32,18.0,2791.0,492.0,1.1232876712328768,6.372146118721461,1187.0,438.0,32589.0,INLAND,103000.0,0,1,0,0,0,"(38.32, -120.88)"
1043,-120.93,38.26,13.0,2084.0,449.0,1.4721311475409835,6.832786885245902,834.0,305.0,32937.0,INLAND,114200.0,0,1,0,0,0,"(38.26, -120.93)"
1044,-120.72,38.42,17.0,5654.0,1085.0,1.1385099685204616,5.932843651626443,2237.0,953.0,30465.0,INLAND,144100.0,0,1,0,0,0,"(38.42, -120.72)"
1045,-120.77,38.38,15.0,4221.0,816.0,1.098250336473755,5.681022880215343,1737.0,743.0,23125.0,INLAND,128600.0,0,1,0,0,0,"(38.38, -120.77)"
1046,-120.72,38.38,9.0,1787.0,347.0,1.1339869281045751,5.839869281045751,806.0,306.0,25250.0,INLAND,157200.0,0,1,0,0,0,"(38.38, -120.72)"
1047,-120.66,38.4,18.0,2144.0,420.0,1.1023622047244095,5.6272965879265096,985.0,381.0,31750.0,INLAND,118500.0,0,1,0,0,0,"(38.4, -120.66)"
1048,-120.65,38.42,23.0,1538.0,305.0,1.142322097378277,5.760299625468165,730.0,267.0,26078.0,INLAND,116700.0,0,1,0,0,0,"(38.42, -120.65)"
1049,-120.62,38.39,15.0,3750.0,691.0,1.1459369817578773,6.218905472636816,1444.0,603.0,27399.0,INLAND,134800.0,0,1,0,0,0,"(38.39, -120.62)"
1050,-120.69,38.36,19.0,3267.0,614.0,1.0848056537102473,5.77208480565371,1252.0,566.0,27235.999999999996,INLAND,109900.0,0,1,0,0,0,"(38.36, -120.69)"
1051,-120.71,38.34,16.0,1257.0,231.0,1.0845070422535212,5.901408450704225,559.0,213.0,44531.0,INLAND,144300.0,0,1,0,0,0,"(38.34, -120.71)"
1052,-120.8,38.31,37.0,1341.0,256.0,1.0578512396694215,5.541322314049586,533.0,242.0,32134.999999999996,INLAND,123600.0,0,1,0,0,0,"(38.31, -120.8)"
1053,-121.83,39.76,12.0,9831.0,1921.0,1.0822535211267605,5.5385915492957745,4644.0,1775.0,31142.0,INLAND,112600.0,0,1,0,0,0,"(39.76, -121.83)"
1054,-121.82,39.76,23.0,6010.0,1116.0,0.9712793733681462,5.230635335073977,2710.0,1149.0,30068.0,INLAND,107300.0,0,1,0,0,0,"(39.76, -121.82)"
1055,-121.86,39.78,12.0,7653.0,1578.0,1.0562248995983936,5.122489959839357,3628.0,1494.0,30905.0,INLAND,117800.0,0,1,0,0,0,"(39.78, -121.86)"
1056,-121.85,39.77,17.0,5273.0,1177.0,0.981651376146789,4.397831526271894,2446.0,1199.0,19362.0,INLAND,89900.0,0,1,0,0,0,"(39.77, -121.85)"
1057,-121.84,39.76,14.0,2351.0,620.0,1.1313868613138687,4.29014598540146,1215.0,548.0,23155.0,INLAND,102300.0,0,1,0,0,0,"(39.76, -121.84)"
1058,-121.86,39.76,19.0,7254.0,1785.0,1.0707858428314336,4.351529694061187,4030.0,1667.0,20094.0,INLAND,87300.0,0,1,0,0,0,"(39.76, -121.86)"
1059,-121.89,39.76,15.0,10265.0,1860.0,0.9758656873032528,5.385624344176286,4591.0,1906.0,30700.0,INLAND,142600.0,0,1,0,0,0,"(39.76, -121.89)"
1060,-121.88,39.74,12.0,14631.0,3298.0,1.011036174126303,4.485285101164929,7517.0,3262.0,16785.0,INLAND,153100.0,0,1,0,0,0,"(39.74, -121.88)"
1061,-121.87,39.75,22.0,1707.0,296.0,0.9966329966329966,5.747474747474747,822.0,297.0,36625.0,INLAND,126600.0,0,1,0,0,0,"(39.75, -121.87)"
1062,-121.86,39.75,18.0,1651.0,309.0,1.0546075085324231,5.63481228668942,856.0,293.0,35046.0,INLAND,118300.0,0,1,0,0,0,"(39.75, -121.86)"
1063,-121.87,39.74,7.0,1737.0,290.0,1.0943396226415094,6.554716981132075,747.0,265.0,39000.0,INLAND,147000.0,0,1,0,0,0,"(39.74, -121.87)"
1064,-121.85,39.75,39.0,568.0,127.0,0.9844961240310077,4.403100775193798,267.0,129.0,18095.0,INLAND,78100.0,0,1,0,0,0,"(39.75, -121.85)"
1065,-121.85,39.74,39.0,1139.0,265.0,1.003787878787879,4.3143939393939394,623.0,264.0,22833.0,INLAND,85800.0,0,1,0,0,0,"(39.74, -121.85)"
1066,-121.85,39.74,41.0,2901.0,689.0,1.0901898734177216,4.590189873417722,1426.0,632.0,15633.0,INLAND,84500.0,0,1,0,0,0,"(39.74, -121.85)"
1067,-121.85,39.73,52.0,444.0,80.0,0.8163265306122449,4.530612244897959,1107.0,98.0,34191.0,INLAND,137500.0,0,1,0,0,0,"(39.73, -121.85)"
1068,-121.85,39.73,17.0,3425.0,827.0,1.0910290237467017,4.518469656992084,2469.0,758.0,9393.0,INLAND,88900.0,0,1,0,0,0,"(39.73, -121.85)"
1069,-121.86,39.74,13.0,3494.0,843.0,1.0752551020408163,4.456632653061225,1571.0,784.0,11019.000000000002,INLAND,120200.0,0,1,0,0,0,"(39.74, -121.86)"
1070,-121.84,39.75,29.0,4362.0,1053.0,1.053,4.362,2053.0,1000.0,17284.0,INLAND,74500.0,0,1,0,0,0,"(39.75, -121.84)"
1071,-121.84,39.74,43.0,2976.0,599.0,1.0696428571428571,5.314285714285714,1181.0,560.0,22621.000000000004,INLAND,85100.0,0,1,0,0,0,"(39.74, -121.84)"
1072,-121.83,39.74,34.0,3263.0,604.0,1.0168350168350169,5.493265993265993,1290.0,594.0,25750.0,INLAND,130300.0,0,1,0,0,0,"(39.74, -121.83)"
1073,-121.8,39.75,28.0,2551.0,378.0,1.0106951871657754,6.820855614973262,1011.0,374.0,43309.0,INLAND,125200.0,0,1,0,0,0,"(39.75, -121.8)"
1074,-121.82,39.75,29.0,7744.0,1375.0,1.0073260073260073,5.6732600732600735,3316.0,1365.0,30253.0,INLAND,111400.0,0,1,0,0,0,"(39.75, -121.82)"
1075,-121.82,39.75,37.0,2236.0,372.0,0.9815303430079155,5.899736147757256,974.0,379.0,32016.0,INLAND,97000.0,0,1,0,0,0,"(39.75, -121.82)"
1076,-121.8,39.75,11.0,7212.0,1355.0,1.071993670886076,5.705696202531645,3264.0,1264.0,31125.0,INLAND,122600.0,0,1,0,0,0,"(39.75, -121.8)"
1077,-121.79,39.73,8.0,5690.0,1189.0,1.1039925719591457,5.283194057567316,2887.0,1077.0,30625.0,INLAND,116300.0,0,1,0,0,0,"(39.73, -121.79)"
1078,-121.78,39.71,8.0,140.0,28.0,0.9655172413793104,4.827586206896552,84.0,29.0,21250.0,INLAND,179200.0,0,1,0,0,0,"(39.71, -121.78)"
1079,-121.82,39.73,44.0,2923.0,659.0,1.0527156549520766,4.669329073482428,1371.0,626.0,22925.0,INLAND,85800.0,0,1,0,0,0,"(39.73, -121.82)"
1080,-121.84,39.73,52.0,677.0,152.0,0.987012987012987,4.396103896103896,379.0,154.0,16797.0,INLAND,94800.0,0,1,0,0,0,"(39.73, -121.84)"
1081,-121.84,39.73,52.0,502.0,100.0,1.0,5.02,311.0,100.0,15481.0,INLAND,200000.0,0,1,0,0,0,"(39.73, -121.84)"
1082,-121.84,39.73,52.0,857.0,232.0,1.1717171717171717,4.328282828282828,520.0,198.0,9870.0,INLAND,112500.0,0,1,0,0,0,"(39.73, -121.84)"
1083,-121.84,39.72,52.0,1457.0,389.0,1.1374269005847952,4.260233918128655,802.0,342.0,9566.0,INLAND,69000.0,0,1,0,0,0,"(39.72, -121.84)"
1084,-121.84,39.73,52.0,957.0,263.0,1.1793721973094171,4.291479820627803,513.0,223.0,13672.0,INLAND,55000.0,0,1,0,0,0,"(39.73, -121.84)"
1085,-121.83,39.73,52.0,1741.0,401.0,1.063660477453581,4.618037135278515,753.0,377.0,20064.000000000004,INLAND,77900.0,0,1,0,0,0,"(39.73, -121.83)"
1086,-121.85,39.72,18.0,7272.0,1559.0,1.022965879265092,4.771653543307087,5022.0,1524.0,16911.0,INLAND,98800.0,0,1,0,0,0,"(39.72, -121.85)"
1087,-121.83,39.72,52.0,1890.0,420.0,1.0966057441253263,4.934725848563969,974.0,383.0,16827.0,INLAND,78700.0,0,1,0,0,0,"(39.72, -121.83)"
1088,-121.81,39.7,21.0,5051.0,1054.0,1.0755102040816327,5.154081632653061,2948.0,980.0,15863.0,INLAND,81300.0,0,1,0,0,0,"(39.7, -121.81)"
1089,-121.82,39.73,33.0,2242.0,517.0,1.1514476614699332,4.993318485523385,1160.0,449.0,17426.0,INLAND,60300.0,0,1,0,0,0,"(39.73, -121.82)"
1090,-121.82,39.72,42.0,2978.0,694.0,1.0220913107511045,4.3858615611192935,1879.0,679.0,15064.0,INLAND,66300.0,0,1,0,0,0,"(39.72, -121.82)"
1091,-121.81,39.71,18.0,1222.0,250.0,0.8896797153024911,4.3487544483985765,708.0,281.0,20288.0,INLAND,116700.0,0,1,0,0,0,"(39.71, -121.81)"
1092,-121.87,39.82,11.0,5103.0,825.0,1.0185185185185186,6.3,2456.0,810.0,45032.0,INLAND,159700.0,0,1,0,0,0,"(39.82, -121.87)"
1093,-121.89,39.71,26.0,2741.0,451.0,1.032036613272311,6.272311212814645,1217.0,437.0,37007.0,INLAND,139200.0,0,1,0,0,0,"(39.71, -121.89)"
1094,-121.97,39.79,16.0,1453.0,299.0,1.0454545454545454,5.080419580419581,904.0,286.0,35735.0,INLAND,89600.0,0,1,0,0,0,"(39.79, -121.97)"
1095,-121.84,39.68,38.0,549.0,105.0,1.1170212765957446,5.840425531914893,275.0,94.0,35375.0,INLAND,153100.0,0,1,0,0,0,"(39.68, -121.84)"
1096,-121.8,39.64,25.0,2202.0,422.0,1.0471464019851116,5.464019851116626,1109.0,403.0,28306.0,INLAND,87500.0,0,1,0,0,0,"(39.64, -121.8)"
1098,-121.74,39.59,24.0,1535.0,279.0,1.025735294117647,5.643382352941177,726.0,272.0,23833.000000000004,INLAND,95100.0,0,1,0,0,0,"(39.59, -121.74)"
1099,-121.9,39.59,20.0,1465.0,278.0,1.112,5.86,745.0,250.0,30625.0,INLAND,93800.0,0,1,0,0,0,"(39.59, -121.9)"
1100,-121.75,39.88,16.0,2867.0,559.0,1.244988864142539,6.385300668151448,1203.0,449.0,27143.0,INLAND,95300.0,0,1,0,0,0,"(39.88, -121.75)"
1101,-121.68,39.82,15.0,3996.0,748.0,1.0274725274725274,5.489010989010989,1786.0,728.0,35189.0,INLAND,141300.0,0,1,0,0,0,"(39.82, -121.68)"
1102,-121.54,40.06,17.0,858.0,262.0,9.703703703703704,31.77777777777778,47.0,27.0,24028.0,INLAND,67500.0,0,1,0,0,0,"(40.06, -121.54)"
1103,-121.51,39.97,22.0,1468.0,285.0,1.2127659574468086,6.246808510638298,611.0,235.0,23036.0,INLAND,73000.0,0,1,0,0,0,"(39.97, -121.51)"
1104,-121.59,39.86,14.0,1527.0,269.0,1.0306513409961686,5.850574712643678,665.0,261.0,28657.0,INLAND,119600.0,0,1,0,0,0,"(39.86, -121.59)"
1105,-121.58,39.83,16.0,4591.0,904.0,1.1133004926108374,5.653940886699507,1904.0,812.0,22418.999999999996,INLAND,93200.0,0,1,0,0,0,"(39.83, -121.58)"
1106,-121.6,39.8,10.0,1742.0,307.0,0.9839743589743589,5.583333333333333,721.0,312.0,24537.0,INLAND,117900.0,0,1,0,0,0,"(39.8, -121.6)"
1107,-121.62,39.79,11.0,3835.0,727.0,1.1048632218844985,5.828267477203648,1456.0,658.0,25374.0,INLAND,97200.0,0,1,0,0,0,"(39.79, -121.62)"
1108,-121.59,39.82,12.0,1958.0,369.0,1.0423728813559323,5.531073446327683,875.0,354.0,23506.999999999996,INLAND,97600.0,0,1,0,0,0,"(39.82, -121.59)"
1109,-121.6,39.83,12.0,3744.0,699.0,1.059090909090909,5.672727272727273,1532.0,660.0,23079.0,INLAND,95300.0,0,1,0,0,0,"(39.83, -121.6)"
1110,-121.63,39.82,11.0,3974.0,727.0,1.1466876971608833,6.26813880126183,1610.0,634.0,26147.0,INLAND,107700.0,0,1,0,0,0,"(39.82, -121.63)"
1111,-121.6,39.79,18.0,2672.0,533.0,1.0018796992481203,5.022556390977444,1151.0,532.0,25669.999999999996,INLAND,102900.0,0,1,0,0,0,"(39.79, -121.6)"
1112,-121.59,39.79,20.0,743.0,171.0,1.0178571428571428,4.4226190476190474,395.0,168.0,16250.0,INLAND,88300.0,0,1,0,0,0,"(39.79, -121.59)"
1113,-121.59,39.78,16.0,2754.0,570.0,1.0497237569060773,5.071823204419889,1063.0,543.0,14048.0,INLAND,86500.0,0,1,0,0,0,"(39.78, -121.59)"
1114,-121.59,39.78,18.0,945.0,205.0,0.9903381642512077,4.565217391304348,385.0,207.0,21838.000000000004,INLAND,58000.0,0,1,0,0,0,"(39.78, -121.59)"
1115,-121.6,39.77,26.0,1503.0,343.0,1.1587837837837838,5.077702702702703,699.0,296.0,18750.0,INLAND,84000.0,0,1,0,0,0,"(39.77, -121.6)"
1116,-121.61,39.77,25.0,1612.0,313.0,1.033003300330033,5.32013201320132,837.0,303.0,29630.0,INLAND,89500.0,0,1,0,0,0,"(39.77, -121.61)"
1117,-121.63,39.78,28.0,1677.0,327.0,1.058252427184466,5.427184466019417,770.0,309.0,26823.0,INLAND,93400.0,0,1,0,0,0,"(39.78, -121.63)"
1118,-121.57,39.8,23.0,790.0,137.0,0.9013157894736842,5.197368421052632,365.0,152.0,21911.999999999996,INLAND,115200.0,0,1,0,0,0,"(39.8, -121.57)"
1119,-121.57,39.78,18.0,2221.0,459.0,1.0431818181818182,5.047727272727273,952.0,440.0,20458.0,INLAND,105700.0,0,1,0,0,0,"(39.78, -121.57)"
1120,-121.59,39.77,24.0,1535.0,276.0,1.010989010989011,5.622710622710622,664.0,273.0,23068.0,INLAND,97300.0,0,1,0,0,0,"(39.77, -121.59)"
1121,-121.58,39.79,19.0,2636.0,523.0,1.124731182795699,5.668817204301075,1184.0,465.0,27863.000000000004,INLAND,108600.0,0,1,0,0,0,"(39.79, -121.58)"
1122,-121.57,39.76,20.0,1384.0,257.0,1.1077586206896552,5.9655172413793105,557.0,232.0,20882.0,INLAND,104900.0,0,1,0,0,0,"(39.76, -121.57)"
1123,-121.58,39.76,19.0,2487.0,485.0,1.0706401766004414,5.490066225165563,1110.0,453.0,31061.0,INLAND,110200.0,0,1,0,0,0,"(39.76, -121.58)"
1124,-121.58,39.76,18.0,1676.0,332.0,1.0440251572327044,5.270440251572327,733.0,318.0,17875.0,INLAND,103800.0,0,1,0,0,0,"(39.76, -121.58)"
1125,-121.59,39.75,20.0,908.0,206.0,0.976303317535545,4.303317535545023,481.0,211.0,22000.0,INLAND,80800.0,0,1,0,0,0,"(39.75, -121.59)"
1126,-121.6,39.77,23.0,2263.0,497.0,1.0923076923076922,4.973626373626374,1138.0,455.0,23403.0,INLAND,87300.0,0,1,0,0,0,"(39.77, -121.6)"
1127,-121.6,39.76,22.0,2447.0,556.0,1.0,4.401079136690647,1157.0,556.0,18245.0,INLAND,85500.0,0,1,0,0,0,"(39.76, -121.6)"
1128,-121.61,39.76,31.0,2431.0,512.0,1.199063231850117,5.693208430913349,1026.0,427.0,25428.0,INLAND,85000.0,0,1,0,0,0,"(39.76, -121.61)"
1129,-121.62,39.77,23.0,1759.0,366.0,1.0194986072423398,4.899721448467966,788.0,359.0,18125.0,INLAND,93500.0,0,1,0,0,0,"(39.77, -121.62)"
1130,-121.65,39.76,31.0,1599.0,318.0,1.0495049504950495,5.2772277227722775,794.0,303.0,30000.0,INLAND,96700.0,0,1,0,0,0,"(39.76, -121.65)"
1131,-121.63,39.76,22.0,2598.0,482.0,0.9836734693877551,5.302040816326531,1151.0,490.0,28182.0,INLAND,109700.0,0,1,0,0,0,"(39.76, -121.63)"
1132,-121.62,39.76,14.0,2063.0,559.0,1.056710775047259,3.899810964083176,934.0,529.0,17788.0,INLAND,85800.0,0,1,0,0,0,"(39.76, -121.62)"
1133,-121.62,39.75,20.0,1173.0,261.0,1.0116279069767442,4.546511627906977,523.0,258.0,10625.0,INLAND,92800.0,0,1,0,0,0,"(39.75, -121.62)"
1134,-121.63,39.75,37.0,1296.0,296.0,1.1517509727626458,5.042801556420233,569.0,257.0,18616.0,INLAND,70500.0,0,1,0,0,0,"(39.75, -121.63)"
1135,-121.64,39.74,20.0,1808.0,334.0,0.9970149253731343,5.397014925373134,763.0,335.0,23711.000000000004,INLAND,121800.0,0,1,0,0,0,"(39.74, -121.64)"
1136,-121.71,39.71,17.0,2748.0,556.0,1.0817120622568093,5.346303501945525,1174.0,514.0,30660.000000000004,INLAND,102600.0,0,1,0,0,0,"(39.71, -121.71)"
1137,-121.66,39.66,17.0,3502.0,655.0,1.068515497553018,5.712887438825448,1763.0,613.0,29625.0,INLAND,101200.0,0,1,0,0,0,"(39.66, -121.66)"
1138,-121.56,39.69,8.0,2836.0,522.0,1.01953125,5.5390625,1163.0,512.0,31300.0,INLAND,168300.0,0,1,0,0,0,"(39.69, -121.56)"
1139,-121.57,39.74,17.0,1619.0,292.0,1.024561403508772,5.680701754385965,705.0,285.0,24623.0,INLAND,126100.0,0,1,0,0,0,"(39.74, -121.57)"
1140,-121.59,39.74,17.0,1646.0,330.0,0.9593023255813954,4.784883720930233,750.0,344.0,23798.0,INLAND,83800.0,0,1,0,0,0,"(39.74, -121.59)"
1141,-121.6,39.75,19.0,2888.0,591.0,1.1843687374749499,5.787575150300601,984.0,499.0,19766.0,INLAND,92600.0,0,1,0,0,0,"(39.75, -121.6)"
1142,-121.6,39.68,15.0,1677.0,345.0,1.0454545454545454,5.081818181818182,844.0,330.0,23958.0,INLAND,111200.0,0,1,0,0,0,"(39.68, -121.6)"
1143,-121.5,39.83,15.0,1896.0,408.0,1.221556886227545,5.676646706586826,893.0,334.0,16948.0,INLAND,87500.0,0,1,0,0,0,"(39.83, -121.5)"
1144,-121.41,39.72,17.0,1583.0,331.0,1.0816993464052287,5.173202614379085,730.0,306.0,23895.0,INLAND,87500.0,0,1,0,0,0,"(39.72, -121.41)"
1145,-121.39,39.61,22.0,2828.0,610.0,1.5601023017902813,7.232736572890025,986.0,391.0,28871.000000000004,INLAND,94700.0,0,1,0,0,0,"(39.61, -121.39)"
1146,-121.24,39.65,35.0,632.0,148.0,1.4509803921568627,6.196078431372549,221.0,102.0,23684.0,INLAND,62500.0,0,1,0,0,0,"(39.65, -121.24)"
1147,-121.19,39.55,17.0,1483.0,284.0,1.3459715639810426,7.028436018957346,481.0,211.0,14896.0,INLAND,83300.0,0,1,0,0,0,"(39.55, -121.19)"
1148,-121.36,39.52,15.0,2490.0,527.0,1.0603621730382293,5.010060362173038,1229.0,497.0,23917.0,INLAND,85700.0,0,1,0,0,0,"(39.52, -121.36)"
1149,-121.56,39.52,9.0,818.0,197.0,1.0,4.152284263959391,358.0,197.0,17708.0,INLAND,79500.0,0,1,0,0,0,"(39.52, -121.56)"
1150,-121.56,39.52,26.0,1957.0,429.0,1.0806045340050379,4.9294710327455915,945.0,397.0,17308.0,INLAND,53600.0,0,1,0,0,0,"(39.52, -121.56)"
1151,-121.56,39.53,12.0,1733.0,421.0,1.0144578313253012,4.175903614457831,1861.0,415.0,15771.0,INLAND,65200.0,0,1,0,0,0,"(39.53, -121.56)"
1152,-121.54,39.6,15.0,886.0,204.0,0.9951219512195122,4.321951219512195,576.0,205.0,21467.0,INLAND,84100.0,0,1,0,0,0,"(39.6, -121.54)"
1153,-121.46,39.54,14.0,5549.0,1000.0,1.088139281828074,6.038084874863983,1822.0,919.0,29562.0,INLAND,142300.0,0,1,0,0,0,"(39.54, -121.46)"
1154,-121.49,39.52,25.0,848.0,153.0,0.9870967741935484,5.470967741935484,436.0,155.0,39028.0,INLAND,93800.0,0,1,0,0,0,"(39.52, -121.49)"
1155,-121.44,39.5,26.0,1652.0,325.0,1.1130136986301369,5.657534246575342,790.0,292.0,30446.0,INLAND,90800.0,0,1,0,0,0,"(39.5, -121.44)"
1156,-121.47,39.49,17.0,1554.0,242.0,1.0521739130434782,6.756521739130434,553.0,230.0,32174.0,INLAND,91800.0,0,1,0,0,0,"(39.49, -121.47)"
1157,-121.47,39.51,19.0,3720.0,636.0,1.0477759472817134,6.128500823723229,1304.0,607.0,26921.0,INLAND,97500.0,0,1,0,0,0,"(39.51, -121.47)"
1158,-121.53,39.53,35.0,1806.0,293.0,0.9932203389830508,6.122033898305085,683.0,295.0,45156.0,INLAND,91200.0,0,1,0,0,0,"(39.53, -121.53)"
1159,-121.53,39.52,30.0,1030.0,161.0,1.0125786163522013,6.477987421383648,448.0,159.0,24821.0,INLAND,73800.0,0,1,0,0,0,"(39.52, -121.53)"
1160,-121.53,39.52,24.0,1028.0,185.0,0.9946236559139785,5.526881720430108,471.0,186.0,29688.0,INLAND,86400.0,0,1,0,0,0,"(39.52, -121.53)"
1161,-121.54,39.51,33.0,3585.0,757.0,0.9895424836601308,4.686274509803922,1887.0,765.0,25019.999999999996,INLAND,62100.0,0,1,0,0,0,"(39.51, -121.54)"
