InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,Discount,PaymentMethod,ShippingCost,Category,SalesChannel,ReturnStatus,ShipmentProvider,WarehouseLocation,OrderPriority,TotalCost,Revenue,TotalSales,Day,Month
229744,SKU_1908,Headphones,21,2020-09-04 17:00,55.5,37914,France,0.37,Bank Transfer,8.67,Accessories,In-store,Not Returned,Royal Mail,Berlin,High,742.935,734.265,1165.5,Friday,September
159821,SKU_1268,Wall Clock,12,2020-09-04 19:00,79.11,89793,Sweden,0.43,Credit Card,23.71,Electronics,Online,Not Returned,DHL,Amsterdam,High,564.8224,541.1124,949.32,Friday,September
317741,SKU_1803,Headphones,31,2020-09-04 20:00,40.01,61102,Netherlands,0.04,paypall,14.5,Furniture,In-store,Not Returned,Royal Mail,Paris,Medium,1205.1976,1190.6976,1240.31,Friday,September
349265,SKU_1085,White Mug,9,2020-09-04 21:00,82.34,34067,France,0.44,Credit Card,15.99,Stationery,Online,Not Returned,DHL,Berlin,Medium,430.9836,414.9936,741.06,Friday,September
537651,SKU_1895,USB Cable,7,2020-09-04 22:00,81.31,34979,United States,0.32,Bank Transfer,18.4,Furniture,Online,Not Returned,DHL,London,Low,405.4356,387.0356,569.17,Friday,September
497745,SKU_1968,Notebook,45,2020-09-04 23:00,37.8,71408,Portugal,0.13,Credit Card,23.39,Accessories,In-store,Not Returned,DHL,Paris,Medium,1503.26,1479.87,1701,Friday,September
314127,SKU_1377,Headphones,35,2020-09-05 0:00,98.02,52485,Netherlands,0.17,Bank Transfer,23.54,Electronics,Online,Not Returned,FedEx,London,Medium,2871.021,2847.481,3430.7,Saturday,September
374336,SKU_1146,Notebook,40,2020-09-05 1:00,46.06,73892,Germany,0.4,paypall,16.99,Stationery,In-store,Not Returned,FedEx,Berlin,Medium,1122.43,1105.44,1842.4,Saturday,September
436246,SKU_1117,Blue Pen,11,2020-09-05 2:00,94.51,66236,United States,0.41,Bank Transfer,27.53,Furniture,Online,Not Returned,FedEx,London,Medium,640.8999,613.3699,1039.61,Saturday,September
303834,SKU_1134,Desk Lamp,37,2020-09-05 3:00,36.85,68370,Norway,0.47,paypall,13.37,Electronics,Online,Not Returned,UPS,London,High,735.9985,722.6285,1363.45,Saturday,September
858826,SKU_1526,Notebook,42,2020-09-05 4:00,91.73,38983,United Kingdom,0.49,paypall,7.73,Accessories,Online,Returned,UPS,Paris,High,1972.5866,1964.8566,3852.66,Saturday,September
186795,SKU_1848,Office Chair,2,2020-09-05 5:00,2.57,58798,Spain,0.49,paypall,22.22,Apparel,In-store,Not Returned,FedEx,Amsterdam,Medium,24.8414,2.6214,5.14,Saturday,September
265159,SKU_1813,Headphones,34,2020-09-05 6:00,37.77,29125,Australia,0.5,Credit Card,25.06,Apparel,Online,Not Returned,FedEx,Amsterdam,Medium,667.15,642.09,1284.18,Saturday,September
428821,SKU_1205,USB Cable,35,2020-09-05 7:00,54.89,13102,Germany,0.39,Bank Transfer,7.47,Electronics,Online,Not Returned,UPS,Berlin,High,1179.3715,1171.9015,1921.15,Saturday,September
759987,SKU_1232,White Mug,38,2020-09-05 8:00,96.3,64728,United Kingdom,0.38,Bank Transfer,19.74,Furniture,Online,Returned,DHL,Berlin,Medium,2288.568,2268.828,3659.4,Saturday,September
343877,SKU_1815,White Mug,16,2020-09-05 9:00,27.22,73607,Netherlands,0.31,paypall,6.87,Furniture,In-store,Returned,DHL,Rome,Medium,307.3788,300.5088,435.52,Saturday,September
299298,SKU_1065,Wireless Mouse,32,2020-09-05 10:00,52.91,16594,Spain,0.44,Credit Card,10.01,Stationery,In-store,Returned,DHL,Paris,Medium,958.1572,948.1472,1693.12,Saturday,September
598843,SKU_1973,T-shirt,15,2020-09-05 11:00,55.7,65841,Belgium,0.34,Bank Transfer,29.81,Stationery,In-store,Not Returned,FedEx,Amsterdam,Low,581.24,551.43,835.5,Saturday,September
812793,SKU_1003,White Mug,10,2020-09-05 12:00,34.63,75705,Sweden,0.27,Credit Card,8.28,Furniture,In-store,Not Returned,Royal Mail,London,Medium,261.079,252.799,346.3,Saturday,September
236285,SKU_1002,Office Chair,12,2020-09-05 13:00,12.38,94694,Spain,0.07,paypall,7.67,Accessories,In-store,Not Returned,DHL,Amsterdam,Low,145.8308,138.1608,148.56,Saturday,September
202412,SKU_1258,Blue Pen,13,2020-09-05 14:00,80.02,Unknown,France,0.32,Credit Card,26.3,Furniture,In-store,Not Returned,DHL,Paris,Medium,733.6768,707.3768,1040.26,Saturday,September
643692,SKU_1714,White Mug,30,2020-09-05 15:00,66.94,18869,Italy,0.34,Bank Transfer,7.17,Furniture,Online,Not Returned,DHL,London,Medium,1332.582,1325.412,2008.2,Saturday,September
216545,SKU_1324,Notebook,47,2020-09-05 16:00,18.96,89818,Spain,0.09,Credit Card,28.94,Electronics,In-store,Not Returned,Royal Mail,Rome,High,839.8592,810.9192,891.12,Saturday,September
518596,SKU_1239,Wall Clock,22,2020-09-05 17:00,28.56,90029,Netherlands,0.04,Credit Card,14.22,Apparel,In-store,Not Returned,Royal Mail,Amsterdam,Medium,617.4072,603.1872,628.32,Saturday,September
322128,SKU_1604,White Mug,7,2020-09-05 18:00,20.12,66736,Germany,0.39,Credit Card,8.52,Furniture,In-store,Not Returned,FedEx,London,Medium,94.4324,85.9124,140.84,Saturday,September
774533,SKU_1795,T-shirt,16,2020-09-05 19:00,25.84,92397,Spain,0.15,Credit Card,13.96,Stationery,In-store,Not Returned,FedEx,Berlin,Medium,365.384,351.424,413.44,Saturday,September
808387,SKU_1534,T-shirt,45,2020-09-05 20:00,37.41,19699,United Kingdom,0.03,paypall,9.54,Stationery,In-store,Returned,FedEx,Berlin,Low,1642.4865,1632.9465,1683.45,Saturday,September
910421,SKU_1797,Wireless Mouse,33,2020-09-05 21:00,43.63,65611,Netherlands,0.08,Credit Card,7.74,Apparel,In-store,Not Returned,Royal Mail,Rome,Low,1332.3468,1324.6068,1439.79,Saturday,September
885945,SKU_1317,Notebook,23,2020-09-05 22:00,91.46,42891,Belgium,0.16,Credit Card,20.05,Stationery,Online,Not Returned,UPS,Berlin,Low,1787.0572,1767.0072,2103.58,Saturday,September
470250,SKU_1598,Office Chair,41,2020-09-05 23:00,41.5,Unknown,Italy,0.08,Credit Card,25.78,Accessories,In-store,Not Returned,DHL,Berlin,Medium,1591.16,1565.38,1701.5,Saturday,September
386663,SKU_1050,Wireless Mouse,33,2020-09-06 0:00,50.49,28758,France,0.21,paypall,12.58,Accessories,Online,Not Returned,DHL,Amsterdam,Medium,1328.8543,1316.2743,1666.17,Sunday,September
908871,SKU_1469,Wireless Mouse,46,2020-09-06 2:00,6.59,13173,Spain,0.04,Credit Card,28.01,Apparel,Online,Not Returned,UPS,Rome,High,319.0244,291.0144,303.14,Sunday,September
480714,SKU_1831,Office Chair,32,2020-09-06 3:00,25.87,10009,United States,0.44,Bank Transfer,23.64,Electronics,Online,Not Returned,FedEx,Paris,Medium,487.2304,463.5904,827.84,Sunday,September
114995,SKU_1042,Blue Pen,19,2020-09-06 4:00,89.99,75109,Australia,0.09,Credit Card,15.09,Apparel,Online,Not Returned,Royal Mail,Amsterdam,Low,1571.0171,1555.9271,1709.81,Sunday,September
123559,SKU_1203,USB Cable,36,2020-09-06 5:00,13.78,44055,France,0.03,Credit Card,21.92,Accessories,Online,Not Returned,FedEx,Berlin,High,503.1176,481.1976,496.08,Sunday,September
621244,SKU_1346,Backpack,30,2020-09-06 6:00,55.09,23363,France,0.02,paypall,18.4,Stationery,In-store,Not Returned,UPS,London,Medium,1638.046,1619.646,1652.7,Sunday,September
451193,SKU_1057,Desk Lamp,3,2020-09-06 7:00,57.26,71584,Netherlands,0.1,Bank Transfer,20.99,Furniture,In-store,Not Returned,UPS,Paris,Low,175.592,154.602,171.78,Sunday,September
498237,SKU_1058,Blue Pen,37,2020-09-06 8:00,88.63,98092,Portugal,0.45,Bank Transfer,6.37,Apparel,Online,Not Returned,FedEx,Berlin,Medium,1809.9905,1803.6205,3279.31,Sunday,September
776479,SKU_1685,Desk Lamp,18,2020-09-06 10:00,52.9,52362,Norway,0.39,Credit Card,26.64,Apparel,Online,Not Returned,FedEx,Paris,Low,607.482,580.842,952.2,Sunday,September
544755,SKU_1510,Backpack,34,2020-09-06 11:00,61.93,56838,Australia,0.35,paypall,5.03,Apparel,Online,Not Returned,DHL,London,Medium,1373.683,1368.653,2105.62,Sunday,September
588051,SKU_1317,Wall Clock,16,2020-09-06 12:00,41.16,45172,Sweden,0.27,Bank Transfer,28.81,Apparel,In-store,Not Returned,Royal Mail,London,Medium,509.5588,480.7488,658.56,Sunday,September
925782,SKU_1432,USB Cable,4,2020-09-06 13:00,12.51,47003,United Kingdom,0.5,Credit Card,27.22,Furniture,In-store,Not Returned,FedEx,Berlin,High,52.24,25.02,50.04,Sunday,September
125517,SKU_1206,Headphones,43,2020-09-06 15:00,19.91,62883,Norway,0.44,Credit Card,17.73,Stationery,In-store,Not Returned,UPS,Rome,Low,497.1628,479.4328,856.13,Sunday,September
571869,SKU_1110,USB Cable,7,2020-09-06 16:00,48.5,90008,Italy,0.47,paypall,22.08,Apparel,In-store,Not Returned,UPS,Berlin,High,202.015,179.935,339.5,Sunday,September
515466,SKU_1022,White Mug,48,2020-09-06 17:00,55.9,21910,Italy,0.23,Bank Transfer,7.83,Apparel,In-store,Not Returned,UPS,Rome,Low,2073.894,2066.064,2683.2,Sunday,September
315558,SKU_1427,Blue Pen,18,2020-09-06 18:00,34.52,15401,Germany,0.15,paypall,27.32,Stationery,In-store,Not Returned,DHL,Amsterdam,Medium,555.476,528.156,621.36,Sunday,September
975564,SKU_1939,Headphones,37,2020-09-06 20:00,70.45,77643,Sweden,0.14,Credit Card,21.41,Stationery,In-store,Not Returned,Royal Mail,Amsterdam,Low,2263.129,2241.719,2606.65,Sunday,September
584282,SKU_1786,Headphones,35,2020-09-06 21:00,22.9,77566,Spain,0.38,paypall,13.51,Stationery,In-store,Not Returned,Royal Mail,Paris,Low,510.44,496.93,801.5,Sunday,September
560014,SKU_1683,T-shirt,2,2020-09-06 22:00,46.14,58717,Netherlands,0.4,Credit Card,17.09,Apparel,In-store,Not Returned,Royal Mail,Rome,High,72.458,55.368,92.28,Sunday,September
617039,SKU_1571,Notebook,5,2020-09-07 0:00,58.46,67255,Germany,0.49,Credit Card,20.62,Accessories,Online,Not Returned,FedEx,Rome,High,169.693,149.073,292.3,Monday,September
945978,SKU_1933,Wall Clock,3,2020-09-07 1:00,24.07,86929,Germany,0.15,Credit Card,20.65,Stationery,In-store,Returned,UPS,Paris,Medium,82.0285,61.3785,72.21,Monday,September
621396,SKU_1743,T-shirt,35,2020-09-07 2:00,26.31,56444,Portugal,0.01,Bank Transfer,25.81,Apparel,In-store,Not Returned,Royal Mail,Berlin,Low,937.4515,911.6415,920.85,Monday,September
205686,SKU_1746,Wall Clock,15,2020-09-07 3:00,49.3,43154,Belgium,0.27,Bank Transfer,17.11,Furniture,In-store,Not Returned,FedEx,Berlin,Medium,556.945,539.835,739.5,Monday,September
712439,SKU_1514,Wireless Mouse,16,2020-09-07 4:00,84.16,97841,Italy,0.08,Credit Card,22.41,Accessories,In-store,Not Returned,FedEx,Rome,Low,1261.2452,1238.8352,1346.56,Monday,September
365471,SKU_1143,USB Cable,27,2020-09-07 5:00,23.27,19531,Portugal,0.3,Credit Card,18.78,Furniture,Online,Returned,Royal Mail,Rome,Medium,458.583,439.803,628.29,Monday,September
744606,SKU_1991,Notebook,12,2020-09-07 6:00,17.56,83081,United States,0.35,Bank Transfer,18.08,Apparel,Online,Not Returned,Royal Mail,Paris,High,155.048,136.968,210.72,Monday,September
819778,SKU_1741,Wall Clock,5,2020-09-07 7:00,35.08,61558,Italy,0.43,Credit Card,18.36,Stationery,Online,Not Returned,FedEx,Berlin,Medium,118.338,99.978,175.4,Monday,September
587602,SKU_1520,Backpack,3,2020-09-07 8:00,6.87,49110,Spain,0.34,Bank Transfer,20.49,Furniture,In-store,Not Returned,DHL,Berlin,High,34.0926,13.6026,20.61,Monday,September
798148,SKU_1808,White Mug,11,2020-09-07 9:00,89.47,16778,France,0.47,Bank Transfer,12.28,Furniture,Online,Not Returned,DHL,London,Medium,533.8901,521.6101,984.17,Monday,September
740233,SKU_1293,Wireless Mouse,39,2020-09-07 10:00,48.68,11732,United Kingdom,0.25,Credit Card,28.88,Stationery,Online,Not Returned,UPS,Berlin,Low,1452.77,1423.89,1898.52,Monday,September
313456,SKU_1324,Blue Pen,6,2020-09-07 11:00,89.53,55977,Norway,0.05,Credit Card,9.99,Stationery,In-store,Not Returned,DHL,Amsterdam,High,520.311,510.321,537.18,Monday,September
408974,SKU_1192,USB Cable,14,2020-09-07 12:00,60.59,36069,United Kingdom,0.41,Credit Card,27.06,Stationery,In-store,Not Returned,DHL,London,Medium,527.5334,500.4734,848.26,Monday,September
152446,SKU_1290,White Mug,48,2020-09-07 13:00,75.33,91996,Sweden,0.31,paypall,13.02,Electronics,In-store,Not Returned,DHL,Berlin,Medium,2507.9496,2494.9296,3615.84,Monday,September
508376,SKU_1638,T-shirt,23,2020-09-07 14:00,22.19,47574,Portugal,0.09,paypall,9.34,Stationery,In-store,Not Returned,Royal Mail,Berlin,High,473.7767,464.4367,510.37,Monday,September
811943,SKU_1418,Wireless Mouse,42,2020-09-07 15:00,6.23,16501,Sweden,0.01,paypall,16.85,Furniture,Online,Not Returned,UPS,London,Low,275.8934,259.0434,261.66,Monday,September
527214,SKU_1459,Headphones,4,2020-09-07 16:00,48.5,97201,Sweden,0.08,Credit Card,28.09,Furniture,In-store,Not Returned,Royal Mail,Amsterdam,High,206.57,178.48,194,Monday,September
240148,SKU_1995,USB Cable,16,2020-09-07 17:00,65.48,16719,Belgium,0.21,paypall,5.83,Apparel,Online,Not Returned,FedEx,Berlin,High,833.4972,827.6672,1047.68,Monday,September
693629,SKU_1980,White Mug,7,2020-09-07 18:00,16.99,28723,Australia,0.47,paypall,24.02,Furniture,In-store,Not Returned,Royal Mail,Berlin,Low,87.0529,63.0329,118.93,Monday,September
131085,SKU_1047,Notebook,27,2020-09-07 19:00,12.65,91214,Germany,0.24,Bank Transfer,5.31,Apparel,Online,Not Returned,FedEx,Rome,Low,264.888,259.578,341.55,Monday,September
507931,SKU_1263,Wireless Mouse,3,2020-09-07 21:00,11.82,19762,United Kingdom,0.5,paypall,29.26,Stationery,Online,Not Returned,FedEx,Paris,Low,46.99,17.73,35.46,Monday,September
624006,SKU_1252,Wall Clock,32,2020-09-07 22:00,49.19,17615,Sweden,0.27,Credit Card,14.52,Apparel,Online,Not Returned,UPS,Paris,Low,1163.5984,1149.0784,1574.08,Monday,September
490452,SKU_1538,Wireless Mouse,48,2020-09-07 23:00,6.83,94716,Germany,0.36,paypall,8.39,Accessories,Online,Not Returned,DHL,Rome,Medium,218.2076,209.8176,327.84,Monday,September
105750,SKU_1520,Headphones,4,2020-09-08 0:00,8.12,44013,Italy,0.24,paypall,29.05,Apparel,In-store,Not Returned,DHL,Paris,Medium,53.7348,24.6848,32.48,Tuesday,September
440912,SKU_1731,USB Cable,43,2020-09-08 1:00,83.51,39954,United States,0.2,Bank Transfer,6.27,Stationery,Online,Returned,Royal Mail,Rome,Medium,2879.014,2872.744,3590.93,Tuesday,September
611760,SKU_1157,Headphones,10,2020-09-08 2:00,64.05,73410,United States,0.08,Bank Transfer,11.89,Furniture,In-store,Returned,DHL,Amsterdam,Low,601.15,589.26,640.5,Tuesday,September
135903,SKU_1525,Wall Clock,1,2020-09-08 3:00,16.31,45889,Spain,0.11,paypall,16.57,Apparel,Online,Not Returned,DHL,Paris,Medium,31.0859,14.5159,16.31,Tuesday,September
303561,SKU_1918,Backpack,18,2020-09-08 4:00,5.1,17879,France,0.36,Bank Transfer,21.55,Furniture,In-store,Not Returned,Royal Mail,Rome,Medium,80.302,58.752,91.8,Tuesday,September
712242,SKU_1537,Blue Pen,28,2020-09-08 6:00,22.41,92818,Italy,0.11,Credit Card,17.03,Furniture,Online,Not Returned,UPS,Berlin,Medium,575.4872,558.4572,627.48,Tuesday,September
612493,SKU_1725,Wall Clock,43,2020-09-08 7:00,52.27,16301,Australia,0.34,paypall,6.91,Apparel,Online,Not Returned,FedEx,Paris,High,1490.3326,1483.4226,2247.61,Tuesday,September
527530,SKU_1142,White Mug,16,2020-09-08 8:00,68.11,60340,France,0.36,paypall,25.47,Electronics,Online,Not Returned,DHL,Amsterdam,High,722.9164,697.4464,1089.76,Tuesday,September
541441,SKU_1626,Wall Clock,22,2020-09-08 9:00,27.91,14233,Italy,0.02,Credit Card,19.61,Electronics,In-store,Not Returned,Royal Mail,Paris,Low,621.3496,601.7396,614.02,Tuesday,September
969446,SKU_1840,Headphones,30,2020-09-08 10:00,94.94,Unknown,Germany,0.23,Credit Card,8.36,Furniture,In-store,Not Returned,FedEx,,Medium,2201.474,2193.114,2848.2,Tuesday,September
528395,SKU_1217,White Mug,41,2020-09-08 11:00,93.57,27108,United States,0.45,paypall,28.09,Accessories,In-store,Not Returned,DHL,Paris,High,2138.0935,2110.0035,3836.37,Tuesday,September
741593,SKU_1592,Blue Pen,39,2020-09-08 12:00,4.05,82074,Spain,0.16,paypall,26.64,Furniture,In-store,Not Returned,FedEx,Amsterdam,High,159.318,132.678,157.95,Tuesday,September
605633,SKU_1712,White Mug,37,2020-09-08 13:00,53.99,48905,Spain,0.34,Credit Card,25.76,Accessories,In-store,Not Returned,UPS,Berlin,Medium,1344.1958,1318.4358,1997.63,Tuesday,September
518554,SKU_1066,White Mug,10,2020-09-08 14:00,56.9,60807,Netherlands,0.1,paypall,8.55,Apparel,In-store,Not Returned,Royal Mail,Paris,Low,520.65,512.1,569,Tuesday,September
585651,SKU_1760,Notebook,25,2020-09-08 15:00,29.31,79760,Germany,0.31,Credit Card,15.84,Stationery,In-store,Not Returned,UPS,Berlin,Medium,521.4375,505.5975,732.75,Tuesday,September
300753,SKU_1143,T-shirt,11,2020-09-08 16:00,27.15,86779,Netherlands,0.02,Credit Card,6.1,Accessories,Online,Not Returned,FedEx,London,Low,298.777,292.677,298.65,Tuesday,September
132101,SKU_1140,Desk Lamp,23,2020-09-08 17:00,35.43,92665,Germany,0.44,Bank Transfer,28.25,Accessories,In-store,Not Returned,Royal Mail,London,Low,484.5884,456.3384,814.89,Tuesday,September
102775,SKU_1345,Desk Lamp,22,2020-09-08 18:00,47.32,73240,Portugal,0.32,paypall,11.59,Furniture,In-store,Not Returned,UPS,Rome,Low,719.4972,707.9072,1041.04,Tuesday,September
735785,SKU_1464,Blue Pen,20,2020-09-08 19:00,27.82,20468,Portugal,0.26,Credit Card,22.82,Stationery,Online,Not Returned,Royal Mail,Amsterdam,Low,434.556,411.736,556.4,Tuesday,September
590399,SKU_1095,USB Cable,5,2020-09-08 20:00,61.05,16527,Norway,0.28,Credit Card,9.05,Apparel,In-store,Not Returned,UPS,Rome,High,228.83,219.78,305.25,Tuesday,September
145619,SKU_1407,Notebook,22,2020-09-08 21:00,91,16205,United Kingdom,0.35,paypall,15.12,Electronics,In-store,Not Returned,UPS,Rome,Medium,1316.42,1301.3,2002,Tuesday,September
352388,SKU_1117,Backpack,17,2020-09-08 22:00,73.21,62912,Netherlands,0.18,Credit Card,11.17,Apparel,In-store,Not Returned,UPS,Amsterdam,High,1031.7174,1020.5474,1244.57,Tuesday,September
512755,SKU_1829,Blue Pen,18,2020-09-08 23:00,13.28,13151,Australia,0.2,Bank Transfer,5.4,Stationery,In-store,Not Returned,DHL,Rome,Medium,196.632,191.232,239.04,Tuesday,September
857634,SKU_1696,T-shirt,15,2020-09-09 0:00,4.42,62831,Germany,0.25,Bank Transfer,19.81,Apparel,Online,Not Returned,DHL,London,Medium,69.535,49.725,66.3,Wednesday,September
943556,SKU_1803,Headphones,-15,2020-09-09 1:00,64.76,Unknown,Italy,0.45,Credit Card,17.5,Stationery,Online,Not Returned,Royal Mail,,High,-516.77,-534.27,-971.4,Wednesday,September
165149,SKU_1443,Office Chair,12,2020-09-09 2:00,65.72,80918,Belgium,0.07,Bank Transfer,15.7,Electronics,In-store,Not Returned,DHL,Amsterdam,High,749.1352,733.4352,788.64,Wednesday,September
126616,SKU_1756,Notebook,2,2020-09-09 3:00,63.98,49552,United Kingdom,0.17,Bank Transfer,12.55,Electronics,In-store,Not Returned,Royal Mail,Berlin,Medium,118.7568,106.2068,127.96,Wednesday,September
846055,SKU_1981,Notebook,39,2020-09-09 4:00,11.24,32699,United Kingdom,0.3,Bank Transfer,18.6,Stationery,In-store,Not Returned,DHL,Rome,High,325.452,306.852,438.36,Wednesday,September
285639,SKU_1379,Headphones,3,2020-09-09 5:00,35.82,67855,Norway,0.02,Credit Card,16.43,Accessories,Online,Not Returned,UPS,Amsterdam,High,121.7408,105.3108,107.46,Wednesday,September
792459,SKU_1712,Backpack,44,2020-09-09 6:00,18.12,82645,Belgium,0.18,Credit Card,18.53,Accessories,Online,Not Returned,UPS,Berlin,High,672.2996,653.7696,797.28,Wednesday,September
306903,SKU_1277,T-shirt,14,2020-09-09 7:00,48.05,10126,United States,0.27,paypall,23.35,Accessories,Online,Not Returned,FedEx,Amsterdam,Low,514.421,491.071,672.7,Wednesday,September
331318,SKU_1360,White Mug,36,2020-09-09 8:00,49.77,53370,Spain,0.3,Bank Transfer,6.25,Accessories,Online,Not Returned,DHL,London,High,1260.454,1254.204,1791.72,Wednesday,September
948231,SKU_1369,Desk Lamp,37,2020-09-09 9:00,2.92,68754,France,0.05,Bank Transfer,8.85,Furniture,In-store,Not Returned,DHL,Rome,Low,111.488,102.638,108.04,Wednesday,September
452365,SKU_1621,USB Cable,14,2020-09-09 10:00,76.99,11376,Germany,0.17,Credit Card,8.52,Apparel,In-store,Not Returned,UPS,Rome,Medium,903.1438,894.6238,1077.86,Wednesday,September
387623,SKU_1211,T-shirt,23,2020-09-09 11:00,23.53,Unknown,Belgium,0.1,Bank Transfer,18.66,Accessories,Online,Not Returned,UPS,Paris,Low,505.731,487.071,541.19,Wednesday,September
461309,SKU_1258,USB Cable,15,2020-09-09 12:00,93.31,93648,United States,0.25,Credit Card,14.77,Accessories,In-store,Returned,DHL,London,Medium,1064.5075,1049.7375,1399.65,Wednesday,September
155863,SKU_1675,Backpack,7,2020-09-09 13:00,60.97,14741,Portugal,0.11,paypall,6.66,Accessories,In-store,Not Returned,Royal Mail,Amsterdam,Medium,386.5031,379.8431,426.79,Wednesday,September
273115,SKU_1096,Headphones,33,2020-09-09 14:00,90.81,99071,Australia,0.23,Credit Card,8.65,Accessories,Online,Not Returned,Royal Mail,London,High,2316.1321,2307.4821,2996.73,Wednesday,September
595654,SKU_1547,Wireless Mouse,38,2020-09-09 16:00,55.2,96624,France,0.37,paypall,22.37,Furniture,In-store,Not Returned,Royal Mail,Berlin,Low,1343.858,1321.488,2097.6,Wednesday,September
508624,SKU_1611,Headphones,24,2020-09-09 18:00,42.51,72189,United Kingdom,0.45,paypall,10.81,Electronics,In-store,Not Returned,UPS,London,Low,571.942,561.132,1020.24,Wednesday,September
813340,SKU_1728,Headphones,42,2020-09-09 20:00,27.08,88212,Spain,0.23,Credit Card,21.59,Accessories,In-store,Not Returned,UPS,London,Low,897.3572,875.7672,1137.36,Wednesday,September
378495,SKU_1432,Blue Pen,7,2020-09-09 21:00,14.39,85013,France,0.48,Bank Transfer,18.89,Accessories,In-store,Not Returned,DHL,Amsterdam,Low,71.2696,52.3796,100.73,Wednesday,September
235203,SKU_1615,Backpack,20,2020-09-09 22:00,8.15,38162,France,0.32,paypall,26.29,Apparel,Online,Not Returned,UPS,Rome,Medium,137.13,110.84,163,Wednesday,September
347908,SKU_1370,Wireless Mouse,29,2020-09-09 23:00,61.25,95885,Germany,0.04,Credit Card,12.69,Accessories,Online,Not Returned,UPS,Amsterdam,High,1717.89,1705.2,1776.25,Wednesday,September
931257,SKU_1392,Office Chair,44,2020-09-10 0:00,62.03,Unknown,France,0.27,paypall,20.62,Stationery,Online,Not Returned,Royal Mail,,High,2013.0236,1992.4036,2729.32,Thursday,September
897781,SKU_1623,Headphones,47,2020-09-10 1:00,27.06,56634,Norway,0.09,paypall,21.35,Furniture,Online,Not Returned,FedEx,London,Low,1178.7062,1157.3562,1271.82,Thursday,September
292003,SKU_1218,Desk Lamp,7,2020-09-10 2:00,32.47,45139,Australia,0,Credit Card,14.39,Electronics,Online,Not Returned,FedEx,Rome,High,241.68,227.29,227.29,Thursday,September
930686,SKU_1503,Backpack,5,2020-09-10 3:00,46.46,Unknown,Spain,0.39,Bank Transfer,16.76,Electronics,In-store,Not Returned,Royal Mail,,High,158.463,141.703,232.3,Thursday,September
924657,SKU_1631,Headphones,36,2020-09-10 4:00,26.85,35009,Australia,0.28,Bank Transfer,16.6,Furniture,In-store,Returned,DHL,Amsterdam,Low,712.552,695.952,966.6,Thursday,September
597599,SKU_1760,White Mug,33,2020-09-10 5:00,60.61,38004,United Kingdom,0.29,paypall,6.24,Stationery,In-store,Not Returned,DHL,Berlin,High,1426.3323,1420.0923,2000.13,Thursday,September
374597,SKU_1846,USB Cable,13,2020-09-10 6:00,62.16,22806,Australia,0.12,Credit Card,13.32,Furniture,Online,Not Returned,UPS,Rome,High,724.4304,711.1104,808.08,Thursday,September
774174,SKU_1947,Desk Lamp,-15,2020-09-10 7:00,27.46,Unknown,Spain,0.08,paypall,17.5,Accessories,Online,Not Returned,FedEx,,Low,-361.448,-378.948,-411.9,Thursday,September
773623,SKU_1095,Headphones,37,2020-09-10 8:00,66.86,19988,France,0.12,Credit Card,18.36,Stationery,In-store,Not Returned,Royal Mail,Berlin,Low,2195.3216,2176.9616,2473.82,Thursday,September
701982,SKU_1431,Wall Clock,37,2020-09-10 9:00,34.37,32149,Spain,0.49,Bank Transfer,28.19,Stationery,Online,Not Returned,UPS,Berlin,High,676.7519,648.5619,1271.69,Thursday,September
640023,SKU_1187,Headphones,27,2020-09-10 10:00,31.14,71094,Portugal,0.14,paypall,28.01,Apparel,In-store,Not Returned,UPS,Amsterdam,High,751.0808,723.0708,840.78,Thursday,September
934325,SKU_1500,USB Cable,2,2020-09-10 11:00,63.35,32711,Belgium,0.25,Credit Card,9.12,Furniture,In-store,Returned,Royal Mail,Paris,Low,104.145,95.025,126.7,Thursday,September
800033,SKU_1875,Notebook,47,2020-09-10 12:00,29.03,62123,Italy,0.31,Bank Transfer,23.44,Stationery,In-store,Not Returned,FedEx,Amsterdam,Low,964.8829,941.4429,1364.41,Thursday,September
844822,SKU_1374,Desk Lamp,13,2020-09-10 13:00,26.65,64762,Portugal,0.38,Credit Card,15.65,Apparel,In-store,Not Returned,UPS,Paris,High,230.449,214.799,346.45,Thursday,September
669354,SKU_1433,Backpack,38,2020-09-10 14:00,88.58,30041,Spain,0.49,paypall,8.17,Apparel,Online,Not Returned,DHL,London,High,1724.8504,1716.6804,3366.04,Thursday,September
855675,SKU_1422,Office Chair,30,2020-09-10 15:00,34.35,62861,Sweden,0.36,Credit Card,27.02,Electronics,Online,Not Returned,FedEx,Rome,Medium,686.54,659.52,1030.5,Thursday,September
234445,SKU_1143,Office Chair,46,2020-09-10 16:00,50.96,83790,Australia,0.37,Bank Transfer,29.21,Stationery,Online,Not Returned,FedEx,London,High,1506.0308,1476.8208,2344.16,Thursday,September
503551,SKU_1539,Wall Clock,6,2020-09-10 17:00,89.4,88142,Netherlands,0.22,Credit Card,7.85,Stationery,Online,Not Returned,Royal Mail,Amsterdam,Medium,426.242,418.392,536.4,Thursday,September
897124,SKU_1498,Desk Lamp,3,2020-09-10 18:00,8.01,21400,Italy,0.07,paypall,9.03,Electronics,In-store,Not Returned,UPS,London,Low,31.3779,22.3479,24.03,Thursday,September
